,StudentID,Kinder_Age,Gender,Disability_Non-disable,Disability_Cognitive,Disability_Physical,Disability_Sensory,Disability_SocialEmotional,NCCD-Funded,NumSibling,SiblingOrder,01.SES,02.SES,At_Risk_Numeracy
40,216186247,5.893150685,1,1,0,0,0,0,0,2,1,120,120,False
41,730353107,5.134246575,1,1,0,0,0,0,0,1,1,97,97,True
42,387682724,4.904109589,1,1,0,0,0,0,0,2,1,113,113,False
43,347823978,4.912328767,0,1,0,0,0,0,0,3,2,101,101,False
44,305469583,4.75890411,1,1,0,0,0,0,0,2,1,95,95,True
45,922103248,4.81369863,0,1,0,0,0,0,0,3,1,113,113,False
46,983209738,5.397260274,1,0,1,0,0,0,1,1,1,95,95,True
47,588877220,5.531506849,1,0,1,0,0,0,0,2,2,99,99,False
48,845810364,5.123287671,1,0,1,0,0,0,0,2,1,117,108,False
49,975980223,5.342465753,1,0,1,0,0,0,1,2,1,114,114,True
50,557220837,5.843835616,1,1,0,0,0,0,0,2,1,109,109,False
51,207631062,4.679452055,1,1,0,0,0,0,0,2,2,103,103,False
52,262159897,5.419178082,0,1,0,0,0,0,0,3,3,95,95,True
53,348103590,5.197260274,0,1,0,0,0,0,0,2,1,97,97,False
54,822164884,4.95890411,1,1,0,0,0,0,0,1,1,120,120,False
55,224234970,5.4,0,0,1,0,0,0,0,3,3,95,95,False
56,743427649,5.389041096,1,1,0,0,0,0,0,2,2,96,96,True
57,272747057,5.75890411,1,1,0,0,0,0,0,3,2,95,95,False
58,521348728,5.380821918,1,1,0,0,0,0,0,3,2,90,90,True
59,807668599,5.632876712,1,1,0,0,0,0,0,4,3,89,89,True
60,990255653,5.44109589,0,1,0,0,0,0,0,2,1,95,95,False
61,722093877,5.980821918,1,0,0,1,0,0,0,3,3,117,108,False
62,272470697,5.178082192,0,0,0,0,0,1,0,3,3,96,95,True
63,266001472,5.156164384,0,1,0,0,0,0,0,2,1,114,114,False
64,449604000,4.690410959,0,1,0,0,0,0,0,2,1,104,104,False
65,303537600,5.465753425,1,0,1,0,0,0,0,2,1,116,116,False
66,310125242,5.635616438,1,1,0,0,0,0,0,2,1,114,114,False
67,860303089,5.202739726,0,1,0,0,0,0,0,1,1,95,95,True
68,486061792,5.671232877,0,1,0,0,0,0,0,1,1,114,114,False
69,262746516,5.117808219,0,1,0,0,0,0,0,3,3,92,92,False
70,936014187,4.876712329,0,1,0,0,0,0,0,3,1,95,95,False
71,917736278,4.915068493,0,1,0,0,0,0,0,2,1,112,112,False
72,796102107,5.183561644,0,1,0,0,0,0,0,2,2,103,103,False
73,575854513,5.347945205,1,1,0,0,0,0,0,2,2,108,108,False
74,913551015,5.334246575,0,1,0,0,0,0,0,2,2,103,103,True
75,642755242,5.742465753,1,1,0,0,0,0,0,2,1,109,109,False
76,234329008,4.961643836,0,1,0,0,0,0,0,3,3,95,95,False
77,339293139,5.62739726,0,1,0,0,0,0,0,3,3,102,102,False
78,521298518,5.432876712,1,0,1,0,0,0,1,3,1,95,95,True
79,463972013,4.953424658,1,1,0,0,0,0,0,2,1,95,95,False
80,642499299,4.926027397,0,0,1,0,0,0,0,1,1,109,109,False
81,122166236,5.002739726,0,1,0,0,0,0,0,3,3,94,94,False
82,184964543,5.010958904,1,0,1,0,0,0,0,1,1,110,110,False
83,821343411,5.504109589,0,1,0,0,0,0,0,2,1,101,101,False
84,866120249,5.769863014,1,0,0,1,0,0,0,2,1,105,105,False
85,267784026,4.978082192,0,1,0,0,0,0,0,3,3,94,94,False
86,512783009,5.306849315,1,1,0,0,0,0,0,1,1,95,93,True
87,789050314,5.309589041,1,1,0,0,0,0,0,3,3,114,114,False
88,982513234,5.693150685,0,1,0,0,0,0,0,1,1,105,105,False
89,847896572,5.673972603,1,0,1,0,0,0,0,1,1,91,89,True
90,470139577,4.895890411,0,0,1,0,0,0,1,1,1,99,99,False
91,247967502,5.526027397,0,1,0,0,0,0,0,2,2,120,120,False
92,836499340,5.449315068,1,0,0,0,0,1,0,2,2,117,108,False
93,599040371,5.652054795,0,1,0,0,0,0,0,2,2,114,114,True
94,977964450,5.054794521,1,1,0,0,0,0,0,2,2,94,94,False
95,438186282,5.435616438,0,1,0,0,0,0,0,2,2,101,101,False
96,348604029,4.983561644,0,1,0,0,0,0,0,1,1,107,107,False
97,689409650,5.660273973,0,1,0,0,0,0,0,3,3,109,109,False
98,349925591,4.854794521,1,0,0,0,1,0,1,3,1,103,103,True
99,420619753,5.010958904,0,1,0,0,0,0,0,3,2,114,114,False
100,276371305,5.101369863,0,1,0,0,0,0,0,4,2,104,98,False
101,634714075,5.287671233,1,1,0,0,0,0,0,3,2,109,109,False
102,255720236,5.715068493,1,1,0,0,0,0,0,2,2,102,102,False
103,782608796,4.797260274,0,0,1,0,0,0,1,3,2,110,110,True
104,655255805,5.153424658,0,0,1,0,0,0,0,2,1,93,93,True
105,754825431,5.410958904,0,1,0,0,0,0,0,2,2,98,98,False
106,252546202,5.402739726,1,0,1,0,0,0,0,2,2,115,115,False
107,484858792,5.197260274,1,1,0,0,0,0,0,1,1,94,94,False
108,232379317,5.060273973,0,1,0,0,0,0,0,3,1,103,103,True
109,379669995,5.252054795,1,1,0,0,0,0,0,1,1,105,105,False
110,187730675,4.967123288,1,1,0,0,0,0,0,2,1,95,95,False
111,106160242,5.463013699,1,1,0,0,0,0,0,4,2,94,94,True
112,983218632,5.24109589,0,1,0,0,0,0,0,4,1,95,95,False
113,121313830,5.501369863,0,1,0,0,0,0,0,1,1,97,97,False
114,167290911,5.739726027,1,1,0,0,0,0,0,2,2,114,114,False
115,189292683,4.706849315,0,1,0,0,0,0,0,3,3,99,99,False
116,149715920,5.580821918,1,0,1,0,0,0,0,2,2,78,78,True
117,483189506,5.35890411,0,1,0,0,0,0,0,2,1,104,104,False
118,403686995,5.931506849,1,1,0,0,0,0,0,3,1,104,104,False
119,846580078,4.791780822,0,1,0,0,0,0,0,2,2,95,95,False
120,985015976,4.904109589,1,1,0,0,0,0,0,2,2,113,102,False
121,313421945,5.654794521,0,1,0,0,0,0,0,4,4,101,101,False
122,884875752,5.430136986,1,1,0,0,0,0,0,2,1,101,101,False
123,417862459,5.405479452,0,1,0,0,0,0,0,2,2,116,104,False
124,233602931,5.495890411,0,1,0,0,0,0,0,2,2,95,95,True
125,466737101,5.926027397,0,0,0,1,0,0,0,1,1,97,97,False
126,567248058,4.893150685,1,0,1,0,0,0,1,3,1,110,110,False
127,145678355,4.873972603,0,1,0,0,0,0,0,1,1,101,101,False
128,470597494,5.257534247,1,0,1,0,0,0,0,3,3,99,99,False
129,350369171,5.205479452,1,1,0,0,0,0,0,5,5,100,100,False
130,444735358,5.17260274,0,1,0,0,0,0,0,3,2,99,99,False
131,959865963,5.273972603,1,1,0,0,0,0,0,1,1,115,115,False
132,305393524,5.350684932,1,1,0,0,0,0,0,2,1,120,120,False
133,514176843,5.090410959,0,1,0,0,0,0,0,3,3,109,109,True
134,814700810,4.978082192,1,1,0,0,0,0,0,3,3,97,97,False
135,912031414,5.432876712,0,1,0,0,0,0,0,1,1,103,103,False
136,774898276,5.424657534,1,1,0,0,0,0,0,2,1,95,95,False
137,924635552,5.046575342,1,1,0,0,0,0,0,2,2,101,101,False
138,365002501,5.832876712,1,0,1,0,0,0,0,1,1,116,116,False
139,605757201,4.75890411,0,0,1,0,0,0,1,2,2,114,114,False
140,604182127,5.02739726,0,1,0,0,0,0,0,2,1,120,120,False
141,280654120,5.561643836,0,1,0,0,0,0,0,3,3,114,102,False
142,515766446,5.479452055,0,1,0,0,0,0,0,3,3,97,97,False
143,950798519,5.397260274,1,0,1,0,0,0,0,2,1,104,104,True
144,748452182,5.019178082,0,1,0,0,0,0,0,2,1,97,97,True
145,367570497,5.257534247,1,1,0,0,0,0,0,1,1,105,105,False
146,118140299,4.936986301,0,1,0,0,0,0,0,2,1,103,103,False
147,646528390,4.947945205,0,1,0,0,0,0,0,1,1,95,95,False
148,118734362,4.824657534,0,0,1,0,0,0,0,1,1,114,102,False
149,659757719,5.150684932,0,1,0,0,0,0,0,2,1,94,94,False
150,874842319,4.923287671,0,1,0,0,0,0,0,3,3,109,109,False
151,869836073,4.920547945,0,0,0,0,0,1,0,2,2,120,116,False
152,739339239,5.353424658,1,1,0,0,0,0,0,2,2,95,95,False
153,184262286,5.41369863,0,0,1,0,0,0,0,3,2,104,98,False
154,698534195,5.246575342,0,1,0,0,0,0,0,4,3,95,95,False
155,328901414,5.468493151,1,0,1,0,0,0,0,2,2,112,112,True
156,868337185,5.326027397,1,1,0,0,0,0,0,2,2,94,94,False
157,313227773,5.383561644,0,0,1,0,0,0,0,3,1,101,101,False
158,869239182,5.704109589,1,1,0,0,0,0,0,2,2,114,114,False
159,427725684,5.15890411,1,0,1,0,0,0,0,3,3,114,102,True
160,948484674,5.005479452,0,1,0,0,0,0,0,1,1,94,91,False
161,132490859,4.917808219,1,0,1,0,0,0,1,2,2,109,109,False
162,584966624,5.608219178,1,1,0,0,0,0,0,2,1,101,101,False
163,308674608,5.402739726,1,0,1,0,0,0,0,2,1,97,97,False
164,168095826,5.180821918,0,1,0,0,0,0,0,3,3,110,110,False
165,687827199,5.356164384,1,1,0,0,0,0,0,3,2,120,109,True
166,264256753,5.276712329,1,1,0,0,0,0,0,3,1,96,95,True
167,544479093,4.945205479,0,0,1,0,0,0,0,2,2,97,97,True
168,467522892,5.649315068,0,0,1,0,0,0,0,2,2,115,115,True
169,447212861,5.501369863,1,0,1,0,0,0,0,3,3,102,102,False
170,672216639,4.638356164,1,1,0,0,0,0,0,2,2,109,109,False
171,724160754,5.063013699,1,0,0,0,0,1,0,4,3,97,97,True
172,727842708,5.410958904,1,1,0,0,0,0,0,1,1,94,94,False
173,100739488,5.679452055,1,1,0,0,0,0,0,1,1,114,114,False
174,930521573,5.238356164,1,0,1,0,0,0,1,2,1,109,109,False
175,101992986,5.942465753,1,1,0,0,0,0,0,2,1,95,95,False
176,462363607,5.668493151,0,0,1,0,0,0,0,2,1,117,108,False
177,767337419,5.18630137,0,1,0,0,0,0,0,3,2,95,95,True
178,717467838,5.526027397,0,1,0,0,0,0,0,1,1,95,93,False
179,899910895,6.2,1,1,0,0,0,0,0,1,1,94,91,True
180,518046350,5.304109589,0,1,0,0,0,0,0,3,2,114,114,False
181,306423305,5.616438356,0,1,0,0,0,0,0,3,1,112,112,False
182,253511413,5.304109589,1,0,1,0,0,0,0,1,1,102,97,False
183,830668910,5.282191781,0,1,0,0,0,0,0,1,1,97,97,False
184,121816878,5.463013699,0,1,0,0,0,0,0,2,1,95,93,False
185,170274510,5.082191781,1,0,1,0,0,0,0,2,2,116,104,True
186,886853137,5.534246575,0,0,1,0,0,0,1,3,1,99,94,False
187,903416158,4.887671233,0,1,0,0,0,0,0,2,1,112,112,False
188,995366189,5.523287671,1,1,0,0,0,0,0,3,1,115,115,False
189,501193222,4.819178082,0,1,0,0,0,0,0,2,2,105,105,False
190,958839080,5.339726027,1,1,0,0,0,0,0,6,3,95,95,True
191,816857237,5.449315068,1,0,1,0,0,0,0,3,1,120,120,False
192,322525853,5.249315068,1,1,0,0,0,0,0,2,2,103,103,False
193,602364329,5.775342466,1,1,0,0,0,0,0,1,1,95,95,False
194,486996979,5.610958904,1,1,0,0,0,0,0,4,4,102,102,False
195,199615812,4.898630137,0,1,0,0,0,0,0,4,3,89,89,False
196,792728536,5.517808219,1,1,0,0,0,0,0,4,4,94,94,False
197,479913541,5.482191781,1,0,1,0,0,0,0,2,1,95,95,False
198,787002264,4.849315068,1,1,0,0,0,0,0,5,5,95,95,False
199,934733326,5.098630137,0,0,1,0,0,0,1,4,4,102,102,False
200,738413141,4.504109589,0,1,0,0,0,0,0,1,1,101,96,False
201,153020336,4.561643836,1,1,0,0,0,0,0,4,3,95,95,True
202,742363182,5.917808219,1,0,1,0,0,0,1,2,2,88,88,True
203,715390493,5.079452055,1,0,1,0,0,0,0,3,3,97,97,False
204,623810043,4.783561644,0,0,1,0,0,0,0,2,2,97,97,False
205,603575756,5.55890411,1,1,0,0,0,0,0,2,1,105,105,False
206,569997057,5.564383562,0,1,0,0,0,0,0,3,3,109,109,False
207,433379962,5.6,0,1,0,0,0,0,0,4,3,102,102,False
208,759864818,5.564383562,0,1,0,0,0,0,0,2,2,101,101,False
209,740936134,5.024657534,1,1,0,0,0,0,0,3,1,97,97,True
210,826988017,5.326027397,0,0,1,0,0,0,0,3,2,107,107,True
211,556031290,5.167123288,0,1,0,0,0,0,0,3,3,92,87,False
212,152261474,5.37260274,0,1,0,0,0,0,0,3,2,88,88,False
213,595489519,5.452054795,0,0,1,0,0,0,0,4,2,95,95,True
214,308539775,4.931506849,0,1,0,0,0,0,0,2,1,104,98,False
215,841936685,4.838356164,0,1,0,0,0,0,0,2,2,101,101,False
216,573624858,4.583561644,1,1,0,0,0,0,0,2,2,90,90,False
217,979308887,5.306849315,0,1,0,0,0,0,0,2,2,95,93,False
218,748871993,5.210958904,0,1,0,0,0,0,0,3,1,114,114,False
219,781859129,4.638356164,0,1,0,0,0,0,0,2,2,95,95,True
220,896841000,5.578082192,1,1,0,0,0,0,0,1,1,114,114,True
221,361028516,5.62739726,0,1,0,0,0,0,0,4,2,92,92,False
222,533422926,5.331506849,0,1,0,0,0,0,0,2,1,95,95,False
223,333156861,4.706849315,1,1,0,0,0,0,0,2,2,114,114,False
224,613352039,4.852054795,0,1,0,0,0,0,0,1,1,102,102,False
225,250638291,4.931506849,0,1,0,0,0,0,0,2,2,113,105,False
226,135730534,5.123287671,1,1,0,0,0,0,0,2,1,104,104,False
227,527639256,4.852054795,1,1,0,0,0,0,0,3,3,98,98,True
228,563187674,5.583561644,1,0,0,1,0,0,0,3,3,101,101,False
229,677389736,5.410958904,0,1,0,0,0,0,0,6,5,95,95,False
230,615955121,5.750684932,1,1,0,0,0,0,0,2,2,103,103,False
231,317231745,5.369863014,1,0,1,0,0,0,0,3,1,102,102,False
232,503723867,5.02739726,0,0,1,0,0,0,0,3,2,93,93,True
233,235444956,4.983561644,0,0,0,0,0,1,1,1,1,94,94,False
234,555859799,4.75890411,0,1,0,0,0,0,0,3,2,117,108,False
235,365763381,5.873972603,0,0,1,0,0,0,0,1,1,116,116,False
236,447609544,4.676712329,1,0,1,0,0,0,0,2,1,95,95,False
237,534558116,5.419178082,0,1,0,0,0,0,0,2,2,113,113,False
238,441721499,5.473972603,1,0,0,0,0,1,0,3,3,92,87,True
239,630462116,5.638356164,1,0,1,0,0,0,1,2,1,94,94,False
240,789531138,4.928767123,1,1,0,0,0,0,0,1,1,120,120,False
241,911348535,5.216438356,1,1,0,0,0,0,0,2,2,92,87,True
242,478986506,5.460273973,0,0,1,0,0,0,0,1,1,102,97,True
243,459598538,4.753424658,1,1,0,0,0,0,0,2,1,97,97,True
244,749233469,4.745205479,0,1,0,0,0,0,0,2,1,104,104,False
245,300957902,4.643835616,0,1,0,0,0,0,0,1,1,95,95,False
246,429604681,5.536986301,0,1,0,0,0,0,0,2,2,110,110,False
247,154205592,5.545205479,1,1,0,0,0,0,0,3,3,107,107,False
248,505117099,5.504109589,0,1,0,0,0,0,0,2,2,105,105,False
249,731889848,5.446575342,1,0,1,0,0,0,0,1,1,116,116,False
250,685417439,5.887671233,0,1,0,0,0,0,0,1,1,104,104,False
251,495421459,4.884931507,1,1,0,0,0,0,0,2,2,102,102,False
252,974739088,5.087671233,0,0,1,0,0,0,0,1,1,120,120,False
253,222821981,4.55890411,0,1,0,0,0,0,0,2,1,109,109,False
254,817222968,5.794520548,0,1,0,0,0,0,0,2,2,116,116,True
255,416844902,5.523287671,0,1,0,0,0,0,0,2,1,90,90,False
256,726949055,5.671232877,1,1,0,0,0,0,0,1,1,114,114,False
257,852002491,5.153424658,0,1,0,0,0,0,0,3,2,120,120,False
258,325744470,4.991780822,1,1,0,0,0,0,0,2,1,91,91,False
259,264344887,5.657534247,0,1,0,0,0,0,0,2,1,114,102,False
260,765420013,4.934246575,0,1,0,0,0,0,0,2,2,112,112,True
261,252322686,5.723287671,1,1,0,0,0,0,0,3,1,120,120,False
262,397360881,5.591780822,1,1,0,0,0,0,0,4,3,103,103,False
263,139565326,5.391780822,1,1,0,0,0,0,0,1,1,104,104,False
264,389534411,5.767123288,1,1,0,0,0,0,0,2,1,101,101,False
265,167062337,5.019178082,0,1,0,0,0,0,0,2,2,102,102,False
266,890522991,5.326027397,0,1,0,0,0,0,0,1,1,95,95,False
267,665033799,5.6,1,0,1,0,0,0,0,2,2,94,91,True
268,717524742,5.580821918,1,0,1,0,0,0,0,2,1,113,113,True
269,462071857,5.175342466,0,0,1,0,0,0,0,2,2,102,102,True
270,805549482,5.61369863,0,1,0,0,0,0,0,2,1,103,103,False
271,661815435,4.742465753,0,1,0,0,0,0,0,4,3,95,95,True
272,671200240,5.263013699,0,1,0,0,0,0,0,3,3,95,95,False
273,576324917,4.539726027,0,1,0,0,0,0,0,2,1,114,114,False
274,800871015,5.44109589,0,0,0,1,0,0,0,2,1,113,102,False
275,445232420,5.216438356,0,1,0,0,0,0,0,2,2,97,97,True
276,793989779,5.293150685,1,0,0,0,1,0,0,3,2,101,101,False
277,735829472,4.715068493,0,1,0,0,0,0,0,3,2,104,104,True
278,714860371,4.690410959,0,1,0,0,0,0,0,4,3,94,94,True
279,540286381,4.824657534,0,1,0,0,0,0,0,2,1,110,110,False
280,545772168,5.605479452,1,0,1,0,0,0,0,3,3,108,108,True
281,136257187,4.98630137,1,1,0,0,0,0,0,2,1,116,116,False
282,889358618,5.320547945,1,0,1,0,0,0,0,2,1,97,97,False
283,645808764,5.597260274,0,1,0,0,0,0,0,2,2,101,101,False
284,346346373,5.663013699,1,0,1,0,0,0,0,3,1,99,99,True
285,644614085,5.389041096,1,1,0,0,0,0,0,5,4,104,98,False
286,473243658,5.120547945,0,1,0,0,0,0,0,2,2,103,103,False
287,798084756,5.452054795,0,1,0,0,0,0,0,1,1,107,96,False
288,365136149,5.18630137,1,0,1,0,0,0,0,3,2,95,95,True
289,359833382,5.665753425,1,1,0,0,0,0,0,2,2,91,89,False
290,713478130,5.249315068,0,1,0,0,0,0,0,2,1,107,96,True
291,197474472,5.589041096,1,1,0,0,0,0,0,4,2,120,120,False
292,440255688,5.282191781,0,1,0,0,0,0,0,2,1,95,95,True
293,229104739,5.279452055,1,0,1,0,0,0,0,2,2,95,95,True
294,376487708,5.265753425,0,0,0,0,1,0,0,2,1,88,88,True
295,387393791,4.969863014,0,1,0,0,0,0,0,3,3,92,87,False
296,942231892,4.865753425,1,1,0,0,0,0,0,4,4,120,120,False
297,907890043,5.02739726,1,0,1,0,0,0,0,2,1,113,113,False
298,642535959,5.917808219,0,0,1,0,0,0,1,3,2,108,108,True
299,811033838,5.876712329,0,0,1,0,0,0,0,2,1,97,97,True
300,786989527,4.517808219,0,1,0,0,0,0,0,2,2,89,89,True
301,604969942,5.394520548,1,0,0,0,0,1,0,1,1,103,103,True
302,678081209,5.293150685,1,0,1,0,0,0,1,3,1,95,95,True
303,490581685,5.789041096,1,0,1,0,0,0,0,2,1,99,99,True
304,699298005,4.791780822,1,1,0,0,0,0,0,2,2,98,98,False
305,418666948,4.77260274,0,1,0,0,0,0,0,2,1,105,105,False
306,336174500,5.093150685,0,1,0,0,0,0,0,1,1,120,120,False
307,919122545,5.268493151,1,1,0,0,0,0,0,2,2,120,120,False
308,384557690,5.136986301,1,1,0,0,0,0,0,6,6,95,95,False
309,870523154,5.331506849,0,1,0,0,0,0,0,2,2,109,109,False
310,460484894,5.863013699,0,0,0,1,0,0,1,2,2,95,95,False
311,846274521,5.167123288,0,1,0,0,0,0,0,2,2,102,102,True
312,365572539,5.0,1,0,1,0,0,0,0,3,1,102,102,True
313,239259379,5.090410959,0,1,0,0,0,0,0,2,1,109,109,False
314,690139144,5.698630137,0,1,0,0,0,0,0,3,2,92,92,False
315,402752666,5.18630137,1,1,0,0,0,0,0,2,1,113,105,False
316,366286576,5.008219178,0,1,0,0,0,0,0,2,2,108,108,True
317,419283396,4.591780822,0,1,0,0,0,0,0,1,1,105,105,False
318,700866608,5.304109589,0,1,0,0,0,0,0,3,3,108,108,False
319,595947210,5.517808219,0,1,0,0,0,0,0,2,2,110,110,True
320,847032076,5.42739726,0,1,0,0,0,0,0,2,2,112,112,False
321,139271530,5.043835616,0,0,1,0,0,0,0,2,2,90,90,True
322,125616022,5.438356164,1,1,0,0,0,0,0,1,1,97,97,False
323,900969542,5.621917808,1,0,1,0,0,0,0,1,1,91,91,False
324,220910495,5.709589041,0,1,0,0,0,0,0,2,2,101,101,False
325,205582188,4.745205479,0,1,0,0,0,0,0,4,2,90,90,False
326,796659751,5.547945205,1,0,1,0,0,0,1,2,1,114,104,True
327,355369245,5.668493151,1,0,1,0,0,0,1,2,1,110,110,False
328,897621402,5.191780822,1,1,0,0,0,0,0,3,3,114,114,False
329,111069682,4.901369863,0,1,0,0,0,0,0,1,1,114,114,False
330,232783413,5.254794521,0,1,0,0,0,0,0,2,1,91,91,False
331,215583659,5.397260274,1,0,1,0,0,0,0,2,2,113,113,False
332,312888393,5.328767123,1,0,1,0,0,0,0,2,1,104,104,False
333,175830650,5.153424658,0,1,0,0,0,0,0,3,2,95,95,True
334,559365045,5.150684932,0,1,0,0,0,0,0,2,1,101,101,False
335,301315768,5.18630137,0,0,0,0,1,0,1,2,2,99,94,False
336,928863821,5.169863014,1,0,1,0,0,0,0,2,1,93,93,True
337,440970445,5.235616438,0,1,0,0,0,0,0,3,1,78,78,True
338,353014674,5.276712329,0,1,0,0,0,0,0,2,1,117,108,False
339,671993281,5.032876712,1,1,0,0,0,0,0,3,1,114,114,False
340,208902365,5.035616438,1,0,1,0,0,0,0,3,3,95,93,False
341,527347379,4.895890411,0,1,0,0,0,0,0,2,1,94,94,False
342,940710083,5.690410959,1,1,0,0,0,0,0,3,1,114,114,False
343,197044548,5.608219178,0,1,0,0,0,0,0,1,1,99,99,False
344,724072967,4.871232877,0,1,0,0,0,0,0,3,2,95,95,True
345,826784703,5.838356164,0,1,0,0,0,0,0,1,1,97,97,False
346,577813356,5.77260274,0,1,0,0,0,0,0,2,1,116,116,False
347,966329529,5.761643836,1,1,0,0,0,0,0,2,1,112,112,False
348,710106132,5.476712329,0,1,0,0,0,0,0,3,2,98,98,False
349,331079514,5.936986301,1,1,0,0,0,0,0,2,2,78,78,False
350,807744479,5.391780822,0,0,1,0,0,0,1,3,2,114,114,False
351,565589149,5.547945205,1,0,1,0,0,0,1,1,1,99,94,True
352,816528292,5.726027397,0,1,0,0,0,0,0,2,2,120,120,True
353,174627707,5.142465753,1,0,0,0,0,1,0,3,1,95,95,False
354,476959835,5.8,1,1,0,0,0,0,0,2,1,95,95,True
355,240866657,4.8,0,0,0,1,0,0,0,2,1,97,97,False
356,463685455,5.789041096,1,0,1,0,0,0,0,2,1,104,98,False
357,682876496,5.328767123,0,0,0,0,0,1,0,4,2,92,92,False
358,841800008,4.95890411,1,1,0,0,0,0,0,2,2,95,95,False
359,495125799,5.635616438,0,1,0,0,0,0,0,2,2,101,101,False
360,913741508,4.876712329,1,1,0,0,0,0,0,3,3,97,97,False
361,936736489,4.547945205,0,1,0,0,0,0,0,1,1,116,116,False
362,141836760,5.671232877,1,0,1,0,0,0,1,2,2,116,116,False
363,726898957,5.279452055,0,1,0,0,0,0,0,2,1,116,116,False
364,996615371,4.610958904,0,1,0,0,0,0,0,3,2,94,94,False
365,564846101,5.857534247,1,1,0,0,0,0,0,2,2,103,103,False
366,788501143,4.657534247,0,0,0,1,0,0,0,2,2,94,94,False
367,282838272,4.575342466,0,1,0,0,0,0,0,1,1,94,94,False
368,649513884,5.298630137,1,0,1,0,0,0,0,1,1,103,103,True
369,777174460,5.44109589,0,0,0,0,0,1,0,2,1,114,114,True
370,985912385,5.293150685,0,1,0,0,0,0,0,2,1,120,120,False
371,641917513,4.506849315,0,0,1,0,0,0,0,3,3,78,78,True
372,505483337,5.602739726,0,1,0,0,0,0,0,2,1,97,97,False
373,825257784,5.021917808,0,1,0,0,0,0,0,3,3,90,90,False
374,422115773,5.824657534,1,1,0,0,0,0,0,3,1,91,89,True
375,710380116,4.673972603,0,1,0,0,0,0,0,4,3,95,95,False
376,359728724,5.271232877,1,1,0,0,0,0,0,1,1,120,120,False
377,861417376,5.673972603,0,1,0,0,0,0,0,3,1,101,101,False
378,303305588,5.575342466,1,1,0,0,0,0,0,3,2,114,114,False
379,338707451,5.197260274,1,1,0,0,0,0,0,4,4,95,95,False
380,439216688,5.506849315,0,1,0,0,0,0,0,4,3,92,87,False
381,902980741,5.860273973,1,1,0,0,0,0,0,2,1,113,113,False
382,270846852,5.482191781,0,1,0,0,0,0,0,2,2,98,98,True
383,578196194,5.279452055,1,1,0,0,0,0,0,3,3,114,114,False
384,180489879,5.279452055,1,1,0,0,0,0,0,3,2,92,92,False
385,974202377,5.62739726,1,1,0,0,0,0,0,3,1,116,116,True
386,499030984,5.126027397,0,0,1,0,0,0,0,5,3,97,97,True
387,260930217,5.6,1,0,0,1,0,0,0,1,1,103,103,False
388,655322610,4.945205479,0,1,0,0,0,0,0,1,1,95,95,False
389,619907866,5.482191781,1,0,0,1,0,0,0,5,2,114,114,False
390,173234309,5.421917808,0,1,0,0,0,0,0,2,1,114,114,False
391,126234868,5.046575342,1,0,1,0,0,0,0,3,1,103,103,False
392,413061256,5.320547945,0,1,0,0,0,0,0,2,2,95,95,False
393,775333376,5.526027397,1,1,0,0,0,0,0,3,1,90,90,True
394,741167000,5.471232877,1,1,0,0,0,0,0,1,1,94,94,False
395,218366127,4.84109589,0,1,0,0,0,0,0,2,2,97,97,False
396,815414365,5.04109589,1,0,1,0,0,0,1,2,2,95,95,True
397,705098213,5.153424658,0,1,0,0,0,0,0,1,1,88,88,True
398,308132363,5.698630137,0,0,1,0,0,0,1,2,1,99,99,True
399,467815258,5.632876712,0,1,0,0,0,0,0,3,1,95,95,False
400,182855975,5.854794521,0,0,0,1,0,0,0,2,2,91,91,True
401,337206192,5.794520548,1,1,0,0,0,0,0,3,3,104,104,False
402,253347759,4.936986301,0,1,0,0,0,0,0,5,2,88,88,False
403,179585081,5.526027397,0,1,0,0,0,0,0,2,2,94,94,True
404,615750182,4.947945205,1,1,0,0,0,0,0,2,2,107,96,False
405,177466226,5.117808219,1,0,1,0,0,0,0,2,2,88,88,True
406,430222980,5.38630137,0,0,1,0,0,0,0,4,2,114,114,False
407,158363994,5.353424658,0,1,0,0,0,0,0,2,2,117,108,False
408,635799656,5.682191781,0,1,0,0,0,0,0,1,1,103,103,False
409,295662340,4.950684932,1,1,0,0,0,0,0,3,1,120,120,False
410,239663377,5.317808219,0,1,0,0,0,0,0,2,1,95,95,False
411,865784466,5.339726027,0,1,0,0,0,0,0,2,1,95,95,False
412,619038880,5.578082192,0,1,0,0,0,0,0,1,1,114,114,True
413,401841254,6.008219178,1,1,0,0,0,0,0,3,1,95,95,False
414,234454397,5.630136986,1,0,1,0,0,0,1,4,4,114,114,False
415,218419027,5.421917808,1,0,0,1,0,0,0,3,2,101,101,False
416,166096001,5.063013699,0,1,0,0,0,0,0,2,2,113,105,False
417,793742304,5.545205479,1,1,0,0,0,0,0,1,1,103,103,False
418,884555495,4.928767123,0,1,0,0,0,0,0,3,1,114,114,False
419,491179741,4.876712329,0,1,0,0,0,0,0,3,1,93,93,True
420,714267019,5.526027397,1,0,1,0,0,0,0,3,3,104,104,False
421,852063434,4.810958904,0,1,0,0,0,0,0,2,2,116,116,True
422,261219714,4.835616438,0,1,0,0,0,0,0,2,1,95,95,False
423,925155474,5.210958904,1,1,0,0,0,0,0,3,2,112,112,False
424,530283937,5.624657534,0,1,0,0,0,0,0,4,4,116,116,False
425,508379104,5.369863014,0,1,0,0,0,0,0,2,1,109,109,False
