,StudentID,Kinder_Age,Gender,Disability_Non-disable,Disability_Cognitive,Disability_Physical,Disability_Sensory,Disability_SocialEmotional,NCCD-Funded,NumSibling,SiblingOrder,01.SES,02.SES,At_Risk_Numeracy
28,113954834,5.290410959,1,0,1,0,0,0,1,2,1,99,99,False
29,481733363,5.624657534,1,1,0,0,0,0,0,3,3,95,95,False
30,319711718,5.695890411,1,1,0,0,0,0,0,1,1,95,95,False
31,172639103,5.419178082,0,1,0,0,0,0,0,1,1,96,95,False
32,297094412,5.071232877,0,1,0,0,0,0,0,3,1,100,100,False
33,241417732,5.361643836,1,1,0,0,0,0,0,2,1,94,94,True
34,400286703,6.071232877,1,1,0,0,0,0,0,3,1,113,113,False
35,188326340,5.843835616,0,1,0,0,0,0,0,2,2,101,101,False
36,745274731,5.284931507,0,1,0,0,0,0,0,1,1,100,100,False
37,296016883,5.646575342,1,1,0,0,0,0,0,1,1,109,109,False
38,310996362,5.216438356,1,1,0,0,0,0,0,3,3,99,94,False
39,794341692,5.109589041,0,1,0,0,0,0,0,1,1,117,108,False
